"id"	"ticket_id"	"transition_id"	"suggestion"	"state_id"	"participant_type_id"	"participant"	"intervene_type_id"	"ticket_data"	"creator"	"gmt_created"	"gmt_modified"	"is_deleted"	"modifier"
"50"	"14"	"2"	"新建工单008"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/5 19:14:30"	"2018/9/5 19:14:30"	"0"	"admin"
"51"	"15"	"2"	"新建工单008"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/5 19:15:36"	"2018/9/5 19:15:36"	"0"	"admin"
"52"	"16"	"2"	"新建工单008"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/5 19:16:17"	"2018/9/5 19:16:17"	"0"	"admin"
"53"	"17"	"2"	"新建工单008"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/5 19:19:51"	"2018/9/5 19:19:51"	"0"	"admin"
"54"	"18"	"2"	"新建工单008"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/5 19:25:35"	"2018/9/5 19:25:35"	"0"	"admin"
"55"	"20"	"2"	"新建工单008"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/6 09:51:19"	"2018/9/6 09:51:19"	"0"	"admin"
"56"	"24"	"2"	"新建工单008"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/6 10:12:10"	"2018/9/6 10:12:10"	"0"	"admin"
"57"	"25"	"2"	"新建工单008"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/6 10:23:02"	"2018/9/6 10:23:02"	"0"	"admin"
"58"	"26"	"2"	"新建工单008"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/6 10:24:58"	"2018/9/6 10:24:58"	"0"	"admin"
"59"	"27"	"2"	"新建工单008"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/6 10:25:25"	"2018/9/6 10:25:25"	"0"	"admin"
"60"	"29"	"2"	"新建工单008"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/6 10:36:44"	"2018/9/6 10:36:44"	"0"	"admin"
"61"	"29"	"5"	"通过29"	"3"	"1"	"jiekouren"	"0"	""	"jiekouren"	"2018/9/6 10:44:28"	"2018/9/6 10:44:28"	"0"	"admin"
"62"	"29"	"6"	"{'_state': <django.db.models.base.ModelState object at 0x000001E8A3214128>, 'id': 1, 'title': '测试工单00001', 'workflow_id': 1, 'sn': 'YQ-0120180829-001', 'state_id': 5, 'parent_ticket_id': 0, 'parent_ticket_state_id': 0, 'participant': '3', 'participant_type_id': 4, 'relation': 'jiekouren,chuliren,shenqingren', 'in_add_node': False, 'add_node_man': '', 'application_date': datetime.date(2018, 8, 29), 'creator': 'shenqingren', 'modifier': 'shenqingren', 'gmt_created': datetime.datetime(2018, 8, 29, 15, 36, 26, 718852), 'gmt_modified': datetime.datetime(2018, 9, 6, 10, 44, 32, 223), 'is_deleted': False}
test script.py
29
"	"4"	"6"	"test.py"	"0"	""	"robot"	"2018/9/6 10:44:32"	"2018/9/6 10:44:32"	"0"	"admin"
"63"	"30"	"2"	"通过29"	"1"	"1"	"jiekouren"	"0"	""	"jiekouren"	"2018/9/6 10:46:14"	"2018/9/6 10:46:14"	"0"	"admin"
"64"	"30"	"5"	"通过29"	"3"	"1"	"jiekouren"	"0"	""	"jiekouren"	"2018/9/6 10:46:57"	"2018/9/6 10:46:57"	"0"	"admin"
"65"	"30"	"6"	"{'_state': <django.db.models.base.ModelState object at 0x000001E8A3221DA0>, 'id': 1, 'title': '测试工单00001', 'workflow_id': 1, 'sn': 'YQ-0120180829-001', 'state_id': 5, 'parent_ticket_id': 0, 'parent_ticket_state_id': 0, 'participant': '3', 'participant_type_id': 4, 'relation': 'jiekouren,chuliren,shenqingren', 'in_add_node': False, 'add_node_man': '', 'application_date': datetime.date(2018, 8, 29), 'creator': 'shenqingren', 'modifier': 'shenqingren', 'gmt_created': datetime.datetime(2018, 8, 29, 15, 36, 26, 718852), 'gmt_modified': datetime.datetime(2018, 9, 6, 10, 46, 57, 759563), 'is_deleted': False}
test script.py
30
"	"4"	"6"	"test.py"	"0"	""	"robot"	"2018/9/6 10:46:57"	"2018/9/6 10:46:57"	"0"	"admin"
"66"	"31"	"2"	"通过29"	"1"	"1"	"jiekouren"	"0"	""	"jiekouren"	"2018/9/6 10:51:16"	"2018/9/6 10:51:16"	"0"	"admin"
"67"	"32"	"1"	"通过29"	"1"	"1"	"jiekouren"	"0"	""	"jiekouren"	"2018/9/6 10:51:21"	"2018/9/6 10:51:21"	"0"	"admin"
"68"	"31"	"5"	"通过31"	"3"	"1"	"jiekouren"	"0"	""	"jiekouren"	"2018/9/6 10:52:48"	"2018/9/6 10:52:48"	"0"	"admin"
"69"	"31"	"6"	"{'_state': <django.db.models.base.ModelState object at 0x000001E8A3234748>, 'id': 1, 'title': '测试工单00001', 'workflow_id': 1, 'sn': 'YQ-0120180829-001', 'state_id': 5, 'parent_ticket_id': 0, 'parent_ticket_state_id': 0, 'participant': '3', 'participant_type_id': 4, 'relation': 'jiekouren,chuliren,shenqingren', 'in_add_node': False, 'add_node_man': '', 'application_date': datetime.date(2018, 8, 29), 'creator': 'shenqingren', 'modifier': 'shenqingren', 'gmt_created': datetime.datetime(2018, 8, 29, 15, 36, 26, 718852), 'gmt_modified': datetime.datetime(2018, 9, 6, 10, 52, 48, 475763), 'is_deleted': False}
test script.py
31
"	"4"	"6"	"test.py"	"0"	""	"robot"	"2018/9/6 10:52:48"	"2018/9/6 10:52:48"	"0"	"admin"
"70"	"33"	"2"	"通过31"	"1"	"1"	"jiekouren"	"0"	""	"jiekouren"	"2018/9/6 10:53:22"	"2018/9/6 10:53:22"	"0"	"admin"
"71"	"33"	"5"	"通过31"	"3"	"1"	"jiekouren"	"0"	""	"jiekouren"	"2018/9/6 10:53:32"	"2018/9/6 10:53:32"	"0"	"admin"
"72"	"33"	"6"	"{'_state': <django.db.models.base.ModelState object at 0x000001E8A3239128>, 'id': 1, 'title': '测试工单00001', 'workflow_id': 1, 'sn': 'YQ-0120180829-001', 'state_id': 5, 'parent_ticket_id': 0, 'parent_ticket_state_id': 0, 'participant': '3', 'participant_type_id': 4, 'relation': 'jiekouren,chuliren,shenqingren', 'in_add_node': False, 'add_node_man': '', 'application_date': datetime.date(2018, 8, 29), 'creator': 'shenqingren', 'modifier': 'shenqingren', 'gmt_created': datetime.datetime(2018, 8, 29, 15, 36, 26, 718852), 'gmt_modified': datetime.datetime(2018, 9, 6, 10, 53, 32, 820018), 'is_deleted': False}
test script.py
33
"	"4"	"6"	"test.py"	"0"	""	"robot"	"2018/9/6 10:53:32"	"2018/9/6 10:53:32"	"0"	"admin"
"73"	"34"	"2"	"通过31"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/6 10:54:43"	"2018/9/6 10:54:43"	"0"	"admin"
"74"	"35"	"1"	"通过31"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/6 10:54:48"	"2018/9/6 10:54:48"	"0"	"admin"
"75"	"34"	"5"	"通过31"	"3"	"1"	"jiekouren"	"0"	""	"jiekouren"	"2018/9/6 10:56:03"	"2018/9/6 10:56:03"	"0"	"admin"
"76"	"34"	"6"	"{'_state': <django.db.models.base.ModelState object at 0x000001E8A3239A58>, 'id': 1, 'title': '测试工单00001', 'workflow_id': 1, 'sn': 'YQ-0120180829-001', 'state_id': 5, 'parent_ticket_id': 0, 'parent_ticket_state_id': 0, 'participant': '3', 'participant_type_id': 4, 'relation': 'jiekouren,chuliren,shenqingren', 'in_add_node': False, 'add_node_man': '', 'application_date': datetime.date(2018, 8, 29), 'creator': 'shenqingren', 'modifier': 'shenqingren', 'gmt_created': datetime.datetime(2018, 8, 29, 15, 36, 26, 718852), 'gmt_modified': datetime.datetime(2018, 9, 6, 10, 56, 3, 609409), 'is_deleted': False}
test script.py
34
"	"4"	"6"	"test.py"	"0"	""	"robot"	"2018/9/6 10:56:03"	"2018/9/6 10:56:03"	"0"	"admin"
"77"	"36"	"2"	"通过31"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/6 11:03:17"	"2018/9/6 11:03:17"	"0"	"admin"
"78"	"37"	"1"	"通过31"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/6 11:03:20"	"2018/9/6 11:03:20"	"0"	"admin"
"79"	"38"	"1"	"通过31"	"1"	"1"	"shenqingren"	"0"	""	"shenqingren"	"2018/9/6 11:07:15"	"2018/9/6 11:07:15"	"0"	"admin"
